,tweet_id,task_1,full_tweet,tweet_raw_text,hashtags,smiley,emoji,url,mentions,numerals,reserved_word,emotext,segmented_hash
3421,3422,HOF,Baap nay Bharat mata ka rape kar diya,Baap nay Bharat mata ka rape kar diya,[],[],[],[],[],[],[],[],[]
3422,3423,NOT,Yaar dekho bhai ham to koi terrorism promote nahi kerte teri family ki auraten kapre hi itne ache utaarti hain khud per control nahi hota.,Yaar dekho bhai ham to koi terrorism promote nahi kerte teri family ki auraten kapre hi itne ache utaarti hain khud per control nahi hota.,[],[],[],[],[],[],[],[],[]
3423,3424,NOT,baniye ka rape aur amir bhai ki daring #ct17 #ct17final #PakvsInd,baniye ka rape aur amir bhai ki daring,"['#ct17', '#ct17final', '#PakvsInd']",[],[],[],[],[],[],[],"['ct17', 'ct17 final', 'pakvs ind']"
3424,3425,HOF,aaj papa ne bete ke liye kurbani de di ..jao khush rahe beta..bas ab terrorism phailana band kardo,aaj papa ne bete ke liye kurbani de di ..jao khush rahe beta..bas ab terrorism phailana band kardo,[],[],[],[],[],[],[],[],[]
3425,3426,HOF,"Apne bhagwan k naam pe mass murder, rape krne ka nyaya ramrajya me lena.","Apne bhagwan k naam pe mass murder, rape krne ka nyaya ramrajya me lena.",[],[],[],[],[],[],[],[],[]
3426,3427,NOT,baniye ka rape aur fakhar bhai ki daring #CT17 #PakvsInd,baniye ka rape aur fakhar bhai ki daring,"['#CT17', '#PakvsInd']",[],[],[],[],[],[],[],"['ct 17', 'pakvs ind']"
3427,3428,NOT,Yaha pr aik sports terrorism bhee hota hai. Mubarak ho aaj dhaishat gurd dhaishat grdi krnay se pehlay hee pakray gaye.#PakistanZindabaadpic.twitter.com/hFVxcbC8SC,Yaha pr aik sports terrorism bhee hota hai. Mubarak ho aaj dhaishat gurd dhaishat grdi krnay se pehlay hee pakray,['#PakistanZindabaadpic'],[],[],['PakistanZindabaadpic.twitter.com/hFVxcbC8SC'],[],[],[],[],['pakistan zindabaadpic']
3428,3429,NOT,bhai bas paise terrorism pe mat kharch karna,bhai bas paise terrorism pe mat kharch karna,[],[],[],[],[],[],[],[],[]
3429,3430,NOT,"Haha bs ab koi faida nai bolne ka jiska itna ganda rape hua hai, begairat tho tum log shru se hoo, hazar lanat tumpr haar gye laanthi","Haha bs ab koi faida nai bolne ka jiska itna ganda rape hua hai, begairat tho tum log shru se hoo, hazar lanat tumpr haar gye laanthi",[],[],[],[],[],[],[],[],[]
3430,3431,HOF,"Abay toilet main rape Ki pedawar, bakwaas na kar","Abay toilet main rape Ki pedawar, bakwaas na kar",[],[],[],[],[],[],[],[],[]
3431,3432,NOT,Warrior bhai masss.  Too much lovers & haters. Yaha to hate karne wala bhi koi nahi hai,Warrior bhai masss. Too much lovers & haters. Yaha to hate karne wala bhi koi nahi hai,[],[],[],[],[],[],[],[],[]
3432,3433,HOF,Yeh kisi Ki fan bnne k layak hi nahi hain. Ek number Ki vahiyat insaan hai. I hate her.,Yeh kisi Ki fan bnne k layak hi nahi hain. Ek number Ki vahiyat insaan hai. I hate her.,[],[],[],[],[],[],[],[],[]
3433,3434,NOT,"Sir Rishi. Aab baap kon hai, pata chal gaya. Chalo choro, aap log har gai. Aab tu terrorism band kar do","Sir Rishi. Aab baap kon hai, pata chal gaya. Chalo choro, aap log har gai. Aab tu terrorism band kar do",[],[],[],[],[],[],[],[],[]
3434,3435,NOT,Fathers day per apne Baap Pakistan ko or is rape ko kabhi mat bholna ... @Trendulkar #PakvIND,Fathers day per apne Baap Pakistan ko or is rape ko kabhi mat bholna ...,['#PakvIND'],[],[],[],['@Trendulkar'],[],[],[],['pakv ind']
3435,3436,HOF,Shat up rishooooo gabar terrorism tm logon ne shuru kiya hai hum Pakistani bandh kar rhe hai idoits looser rascals,Shat up rishooooo gabar terrorism tm logon ne shuru kiya hai hum Pakistani bandh kar rhe hai idoits looser rascals,[],[],[],[],[],[],[],[],[]
3436,3437,NOT,Rishi bhaii aap ki cartoon jesi shakal hai tou kuch bhi bologe? Aap loug rape rates kam karwao india ke pehle maindak jesi shakal wale,Rishi bhaii aap ki cartoon jesi shakal hai tou kuch bhi bologe? Aap loug rape rates kam karwao india ke pehle maindak jesi shakal wale,[],[],[],[],[],[],[],[],[]
3437,3438,NOT,k budhe baata nakko kr  tum log jeeto hazar baar jeeto it seems.. they won and terrorism bhi kahi dikhayi nai dera.. they're all one..,k budhe baata nakko kr tum log jeeto hazar baar jeeto it seems.. they won and terrorism bhi kahi dikhayi nai dera.. they're all one..,[],[],[],[],[],[],[],[],[]
3438,3439,HOF,Tissue du tujy ya pamperrape report to krwany ni jaa rha khi....becharo ka rape ho gya ajj too,Tissue du tujy ya pamperrape report to krwany ni jaa rha khi....becharo ka rape ho gya ajj too,[],[],[],[],[],[],[],[],[]
3439,3440,HOF,I hate Tem india,I hate Tem india,[],[],[],[],[],[],[],[],[]
3440,3441,NOT,Sir irony toh ye hai ki puri zindagi aap logo ne kaha ki aap terrorism ke shikaar hai but aap log khud he terrorism phaila rhe hai,Sir irony toh ye hai ki puri zindagi aap logo ne kaha ki aap terrorism ke shikaar hai but aap log khud he terrorism phaila rhe hai,[],[],[],[],[],[],[],[],[]
3441,3442,HOF,Ye midia bale yogi or modi ke gungate rhate hate hai up mai dalito par ho rha ateyachar nahi dhikhata kya,Ye midia bale yogi or modi ke gungate rhate hate hai up mai dalito par ho rha ateyachar nahi dhikhata kya,[],[],[],[],[],[],[],[],[]
3442,3443,HOF,Kuch bhi ho jaaye terrorism khatam nahi..hoga...eska reason Pak nahi indian Muslim ki soch h..,Kuch bhi ho jaaye terrorism khatam nahi..hoga...eska reason Pak nahi indian Muslim ki soch h..,[],[],[],[],[],[],[],[],[]
3443,3444,NOT,@chintskap hum ne #Endia ko nai #terrorism ko haraya hai...alhumdolillah,hum ne ko nai ko haraya hai...alhumdolillah,"['#Endia', '#terrorism']",[],[],[],['@chintskap'],[],[],[],"['endia', 'terrorism']"
3444,3445,NOT,#INDvPAK Pakistan kissing the pitch ...agar itna pyaar desh ko Kiya hota to terrorism nahi hota tumhaare desh ne.,Pakistan kissing the pitch ...agar itna pyaar desh ko Kiya hota to terrorism nahi hota tumhaare desh ne.,['#INDvPAK'],[],[],[],[],[],[],[],['in dv pak']
3445,3446,HOF,Wish Pakistan terrorism ko bhi aise hi haraa de!,Wish Pakistan terrorism ko bhi aise hi haraa de!,[],[],[],[],[],[],[],[],[]
3446,3447,NOT,Khane k liye pase nahy kahi tere sath koi rape to nahy nahy tera kahi tatty karne gya ho or larko ne paker kar kam kar diya ho tera,Khane k liye pase nahy kahi tere sath koi rape to nahy nahy tera kahi tatty karne gya ho or larko ne paker kar kam kar diya ho tera,[],[],[],[],[],[],[],[],[]
3447,3448,HOF,Kuchhhh bhi bolti hai...... I hate u,Kuchhhh bhi bolti hai...... I hate u,[],[],[],[],[],[],[],[],[]
3448,3449,HOF,@imVkohli haro to haro pan izzat mat utaro aaj aap logo ne hamara man samman sab utar liya i hate u virat thoda lagta hai hamari tarah to..,haro to haro pan izzat mat utaro aaj aap logo ne hamara man samman sab utar liya i hate u virat thoda lagta hai hamari tarah to..,[],[],[],[],['@imVkohli'],[],[],[],[]
3449,3450,NOT,Chalo kabhi toh kuch achieve kara Pakistan ne apni zindagi mai. Nahi toh sirf kalesh aur terrorism hi karte hai aur jhelte hai #indvspak,Chalo kabhi toh kuch achieve kara Pakistan ne apni zindagi mai. Nahi toh sirf kalesh aur terrorism hi karte hai aur jhelte hai,['#indvspak'],[],[],[],[],[],[],[],['ind vs pak']
3450,3451,NOT,@chintskap  Sir je Ab Pakistan ka Paani tou khol dayen.. Aisi bhi kia terrorism? Kisi ka Paani bandh karna achi baat nahin hoti. #INDvPAK,Sir je Ab Pakistan ka Paani tou khol dayen.. Aisi bhi kia terrorism? Kisi ka Paani bandh karna achi baat nahin hoti.,['#INDvPAK'],[],[],[],['@chintskap'],[],[],[],['in dv pak']
3451,3452,NOT,#CT17Final endia kaa rape kar diya sarfarz 11 ney tooo  kaha tha naa baap baap hota,endia kaa rape kar diya sarfarz ney tooo kaha tha naa baap baap hota,['#CT17Final'],[],[],[],[],[' 11'],[],[],['ct 17 final']
3452,3453,NOT,Abhi toh ye deal poori bhi nahi huyi pehle hi haar gaye yaar....terrorism band kya karna hai cricketers ne hi bomb phodne start kar diye https://twitter.com/chintskap/status/875447907922567170 …,Abhi toh ye deal poori bhi nahi huyi pehle hi haar gaye yaar....terrorism band kya karna hai cricketers ne hi bomb phodne start kar diye,[],[],[],['https://twitter.com/chintskap/status/875447907922567170'],[],[],[],[],[]
3453,3454,HOF,Raaj k baygherat hotay hein Indian sar per jootay parnay k baad bhi entertainment dhond rahay hai rape k bachay,Raaj k baygherat hotay hein Indian sar per jootay parnay k baad bhi entertainment dhond rahay hai rape k bachay,[],[],[],[],[],[],[],[],[]
3454,3455,HOF,Khud ko rape karwake...,Khud ko rape karwake...,[],[],[],[],[],[],[],[],[]
3455,3456,NOT,Orr agarr dil sa khelain to Best batting line up ka bh rape kar detay hain,Orr agarr dil sa khelain to Best batting line up ka bh rape kar detay hain,[],[],[],[],[],[],[],[],[]
3456,3457,NOT,"Zaida baap mat bana karo, betay ho betay ban kar raho aur ab tum terrorism funding band karo.","Zaida baap mat bana karo, betay ho betay ban kar raho aur ab tum terrorism funding band karo.",[],[],[],[],[],[],[],[],[]
3457,3458,NOT,Hum To Jeet Gaye Rishi Kapooraaaaay  Ab washroom mein ja k terrorism karein  @chintskap,Hum To Jeet Gaye Rishi Kapooraaaaay Ab washroom mein ja k terrorism karein,[],[],[],[],['@chintskap'],[],[],[],[]
3458,3459,HOF,We hate u for ever Thu...,We hate u for ever Thu...,[],[],[],[],[],[],[],[],[]
3459,3460,NOT,"Besharam, Bharat Maa ko Baap boltay ho... Transgender ki aulaad, aaj ""Betay"" ne teri Maa ka rape kar diya!","Besharam, Bharat Maa ko Baap boltay ho... Transgender ki aulaad, aaj ""Betay"" ne teri Maa ka rape kar diya!",[],[],[],[],[],[],[],[],[]
3460,3461,NOT,Match ho gaya. Now we must ensure ki terrorism bhi khatam ho jaaye.,Match ho gaya. Now we must ensure ki terrorism bhi khatam ho jaaye.,[],[],[],[],[],[],[],[],[]
3461,3462,HOF,viru ji aapka to alag se rape ho gaya...aur india ka alaag se...,viru ji aapka to alag se rape ho gaya...aur india ka alaag se...,[],[],[],[],[],[],[],[],[]
3462,3463,HOF,i hate you jadeja aapne Hardik ko rin out kyu karwaya,i hate you jadeja aapne Hardik ko rin out kyu karwaya,[],[],[],[],[],[],[],[],[]
3463,3464,NOT,Bharat mata ka rape hogya,Bharat mata ka rape hogya,[],[],[],[],[],[],[],[],[]
3464,3465,NOT,Paaji apki team ka to rape hi ho gaya hain fikar nai karo green kapra upar dal k bhejen gay. @virendersehwag,Paaji apki team ka to rape hi ho gaya hain fikar nai karo green kapra upar dal k bhejen gay.,[],[],[],[],['@virendersehwag'],[],[],[],[]
3465,3466,NOT,@narendramodi jesai Katil PM hutey hue terrorism ki baat kartey hu. Saley Kapooreyyy. #PakistanZindabad,jesai Katil PM hutey hue terrorism ki baat kartey hu. Saley Kapooreyyy.,['#PakistanZindabad'],[],[],[],['@narendramodi'],[],[],[],['pakistan zindabad']
3466,3467,HOF,"#AHAF  galiya khane wale kaam mat kiya karo, hate media line bloody hell","galiya khane wale kaam mat kiya karo, hate media line bloody hell",['#AHAF'],[],[],[],[],[],[],[],['ahaf']
3467,3468,NOT,Apnay Raw Bap ko jab Tak lagam nahi do gay tab taq Pakistan ma terrorism bandh nahi ho sakta....Chand kutay abi be lock up ma Hain kalboshan,Apnay Raw Bap ko jab Tak lagam nahi do gay tab taq Pakistan ma terrorism bandh nahi ho sakta....Chand kutay abi be lock up ma Hain kalboshan,[],[],[],[],[],[],[],[],[]
3468,3469,NOT,Aj to mata g ka rape kr diya...,Aj to mata g ka rape kr diya...,[],[],[],[],[],[],[],[],[]
3469,3470,NOT,"Isko kehte hain bund phar jawab beta baap ke saath panga nahi, BC shaklen dekho inke @imVkohli Chutiay ki rape Zara aurat lag raha Hai.","Isko kehte hain bund phar jawab beta baap ke saath panga nahi, BC shaklen dekho inke Chutiay ki rape Zara aurat lag raha Hai.",[],[],[],[],['@imVkohli'],[],[],[],[]
3470,3471,HOF,All pakistani are pig . Ye saale kabhi terrorism band nahi karenge.,All pakistani are pig . Ye saale kabhi terrorism band nahi karenge.,[],[],[],[],[],[],[],[],[]
3471,3472,HOF,@imVkohli vai ye tune Kya kiya...... Bangladesh ke ke sath haar hate ...,vai ye tune Kya kiya...... Bangladesh ke ke sath haar hate ...,[],[],[],[],['@imVkohli'],[],[],[],[]
3472,3473,HOF,Aaj ravindra jadeja jo bhi hardhik pandya ko out kiya isi se lagtha hy ki jadeja losses his fans. jadeja fans starting to hate him #INDvPAK,Aaj ravindra jadeja jo bhi hardhik pandya ko out kiya isi se lagtha hy ki jadeja losses his fans. jadeja fans starting to hate him,['#INDvPAK'],[],[],[],[],[],[],[],['in dv pak']
3473,3474,NOT,Jeet tou hum gye hai aur rahi baat terrorism ki wo ap ki motti sarkar kr rahi hai Kashmir mai https://twitter.com/chintskap/status/875447907922567170 …,Jeet tou hum gye hai aur rahi baat terrorism ki wo ap ki motti sarkar kr rahi hai Kashmir mai,[],[],[],['https://twitter.com/chintskap/status/875447907922567170'],[],[],[],[],[]
3474,3475,NOT,Oe genday.. Kese seedha ho gya hai ab. Ab haar to gya hi hai. Ab shabash Pakistan me terrorism Phelaana band kro. Smjhe?,Oe genday.. Kese seedha ho gya hai ab. Ab haar to gya hi hai. Ab shabash Pakistan me terrorism Phelaana band kro. Smjhe?,[],[],[],[],[],[],[],[],[]
3475,3476,NOT,"Chal chord yar, bus stop women rape in india","Chal chord yar, bus stop women rape in india",[],[],[],[],[],[],[],[],[]
3476,3477,NOT,Aap ghar me pakistan se aye aur atankio ko panah doge to dhundna to padega na aap terrorism ka sath mat do picture change hoga,Aap ghar me pakistan se aye aur atankio ko panah doge to dhundna to padega na aap terrorism ka sath mat do picture change hoga,[],[],[],[],[],[],[],[],[]
3477,3478,NOT,Aaj india ka gang rape hogaya #INDvPAK,Aaj india ka gang rape hogaya,['#INDvPAK'],[],[],[],[],[],[],[],['in dv pak']
3478,3479,NOT,Tum ghar par raho khelnay layak nahi ho tumare baje aaj india her gaye i hate u,Tum ghar par raho khelnay layak nahi ho tumare baje aaj india her gaye i hate u,[],[],[],[],[],[],[],[],[]
3479,3480,NOT,Choro yaar bas aj kashmir main koi terrorism nahi karna yaar. https://twitter.com/chintskap/status/875447907922567170 …,Choro yaar bas aj kashmir main koi terrorism nahi karna yaar.,[],[],[],['https://twitter.com/chintskap/status/875447907922567170'],[],[],[],[],[]
3480,3481,HOF,I hate U @imjadeja  Na khud kuch Karo na dusro ko Karne do pic.twitter.com/VOJY4OObRk,I hate U Na khud kuch Karo na dusro ko Karne do,[],[],[],['pic.twitter.com/VOJY4OObRk'],['@imjadeja'],[],[],[],[]
3481,3482,NOT,Your country is famous for rape? Right? Aesa rape dekha hai? Aaj ke baad baap ko baap maniyegaa.,Your country is famous for rape? Right? Aesa rape dekha hai? Aaj ke baad baap ko baap maniyegaa.,[],[],[],[],[],[],[],[],[]
3482,3483,HOF,@SirJadejaaaa  saale haraamkhor.... kya ukkhaad liya... bhai dhesh ka pata nahi... i will hate u forever.... chutiya saala,saale haraamkhor.... kya ukkhaad liya... bhai dhesh ka pata nahi... i will hate u forever.... chutiya saala,[],[],[],[],['@SirJadejaaaa'],[],[],[],[]
3483,3484,HOF,All hate you @imjadeja,All hate you,[],[],[],[],['@imjadeja'],[],[],[],[]
3484,3485,NOT,Pakistan aur iske muzafat main Eid ka chaand nazar agaya hai  Rapist ka rape lmao  #PakVsInd #CT17,Pakistan aur iske muzafat main Eid ka chaand nazar agaya hai Rapist ka rape lmao,"['#PakVsInd', '#CT17']",[],[],[],[],[],[],[],"['pak vs ind', 'ct 17']"
3485,3486,HOF,...I hate Gaddar Indian Behuda Mulla-These Molwi-Muslimo ko Gandi & Barbaad Soch de rhe h..ye Islam ke Dusmn=Islam ko Kbr me Dalege-Aamin https://twitter.com/TarekFatah/status/876279303742402561 …,...I hate Gaddar Indian Behuda Mulla-These Molwi-Muslimo ko Gandi & Barbaad Soch de rhe h..ye Islam ke Dusmn=Islam ko Kbr me Dalege-Aamin,[],[],[],['https://twitter.com/TarekFatah/status/876279303742402561'],[],[],[],[],[]
3486,3487,HOF,but I still hate him,but I still hate him,[],[],[],[],[],[],[],[],[]
3487,3488,HOF,Jaow behen jaa k pehly rape ke khilaf awaaz uthaow apny mulk phir aaky tweet karna #rapist #Indians,Jaow behen jaa k pehly rape ke khilaf awaaz uthaow apny mulk phir aaky tweet karna,"['#rapist', '#Indians']",[],[],[],[],[],[],[],"['rapist', 'indians']"
3488,3489,NOT,Kohli dhawan Dhoni yuvrajuu Rohit lite kani Jadeja dorikithe brutal rape chyali,Kohli dhawan Dhoni yuvrajuu Rohit lite kani Jadeja dorikithe brutal rape chyali,[],[],[],[],[],[],[],[],[]
3489,3490,HOF,@imjadeja ..i hate u bastard..pandya ko out krwa diya khud toh kuchh maarte nahi ... jo maar raha tha use bhi out karwa diya ..,..i hate u bastard..pandya ko out krwa diya khud toh kuchh maarte nahi ... jo maar raha tha use bhi out karwa diya ..,[],[],[],[],['@imjadeja'],[],[],[],[]
3490,3491,NOT,pakistan is hub of terrorism,pakistan is hub of terrorism,[],[],[],[],[],[],[],[],[]
3491,3492,NOT,Aur koi bolo Mauka mauka.pandya atleast faught jadeja ko maut aa jaye.hate this game hate it,Aur koi bolo Mauka mauka.pandya atleast faught jadeja ko maut aa jaye.hate this game hate it,[],[],[],[],[],[],[],[],[]
3492,3493,NOT,So as @chintskap said match jeeto pas terrorism band kro ! To padosiyon kal se chain aur Aman hoga ?,So as said match jeeto pas terrorism band kro ! To padosiyon kal se chain aur Aman hoga ?,[],[],[],[],['@chintskap'],[],[],[],[]
3493,3494,NOT,oh....to halala krwane wlo ko bhi rape ki chinta hai...,oh....to halala krwane wlo ko bhi rape ki chinta hai...,[],[],[],[],[],[],[],[],[]
3494,3495,NOT,@jibranhaider1 @MK_Ramhariya baap ke taraf se gift hai tumhare liye.. rakha lo .. aur wahan hockey me apko 7-1 se rape kar diya,baap ke taraf se gift hai tumhare liye.. rakha lo .. aur wahan hockey me apko -1 se rape kar diya,[],[],[],[],"['@jibranhaider1', '@MK_Ramhariya']",[' 7'],[],[],[]
3495,3496,HOF,@ imARanjan @Mujibansari6 @atifgujjar302 @thesushmitasen @vivekjayswal2 are Isi liye to bar bar bar hate Ho India se,imARanjan are Isi liye to bar bar bar hate Ho India se,[],[],[],[],"['@', '@Mujibansari6', '@atifgujjar302', '@thesushmitasen', '@vivekjayswal2']",[],[],[],[]
3496,3497,NOT,terrorism to aap b kar rahe hain Pakistan mein..aur apki govt is baat ko maanti bhi hai..hum to khud terrorism ka shikaar hain.. #bleedgreen,terrorism to aap b kar rahe hain Pakistan mein..aur apki govt is baat ko maanti bhi hai..hum to khud terrorism ka shikaar hain..,['#bleedgreen'],[],[],[],[],[],[],[],['bleed green']
3497,3498,NOT,Achaa? Iss terrorism ki baat kar rahe thay? Jo Oval mein ho raha hai? Acha theek hai paayn!!,Achaa? Iss terrorism ki baat kar rahe thay? Jo Oval mein ho raha hai? Acha theek hai paayn!!,[],[],[],[],[],[],[],[],[]
3498,3499,NOT,Ab bata kis ka rape ho raha hai https://twitter.com/Nehakakkarfan01/status/871204212520230913 …,Ab bata kis ka rape ho raha hai,[],[],[],['https://twitter.com/Nehakakkarfan01/status/871204212520230913'],[],[],[],[],[]
3499,3500,NOT,Sharam ani chahie live rape ho raha ha tum sab dhek rahy hho,Sharam ani chahie live rape ho raha ha tum sab dhek rahy hho,[],[],[],[],[],[],[],[],[]
3500,3501,NOT,Us ne chodo yaar kaha tha fakhar aamir ne rape kr diya,Us ne chodo yaar kaha tha fakhar aamir ne rape kr diya,[],[],[],[],[],[],[],[],[]
3501,3502,NOT,"Khel mein har-jeet hai, janab, rape jaise ghinoni harqat nahi.","Khel mein har-jeet hai, janab, rape jaise ghinoni harqat nahi.",[],[],[],[],[],[],[],[],[]
3502,3503,NOT,Curnel rank kaa aadmee kubhee terrorism kurwata duniyaa maay nhi pukraa guyaa,Curnel rank kaa aadmee kubhee terrorism kurwata duniyaa maay nhi pukraa guyaa,[],[],[],[],[],[],[],[],[]
3503,3504,NOT,Dekho to terrorism ki bat kon kr rha hai jo khud hmare mulk me terrorist bhejta hai..,Dekho to terrorism ki bat kon kr rha hai jo khud hmare mulk me terrorist bhejta hai..,[],[],[],[],[],[],[],[],[]
3504,3505,NOT,Aap terrorism kee baat kurtaay hoo humnaay balochistan saay apka curnel pukraa hai joo balochistan maay terrorism kurtaa thaa,Aap terrorism kee baat kurtaay hoo humnaay balochistan saay apka curnel pukraa hai joo balochistan maay terrorism kurtaa thaa,[],[],[],[],[],[],[],[],[]
3505,3506,NOT,Jeeto or Hazaaron baar jeeto lekin plz Kulbhushan jeson ko apne pass ho rakho ta k Pakistan me terrorism nah ho.. https://twitter.com/chintskap/status/875447907922567170 …,Jeeto or Hazaaron baar jeeto lekin plz Kulbhushan jeson ko apne pass ho rakho ta k Pakistan me terrorism nah ho..,[],[],[],['https://twitter.com/chintskap/status/875447907922567170'],[],[],[],[],[]
3506,3507,NOT,We will because we can and regarding terrorism GOLBOHSHAN YADAVH Bhabi Netu Singh ko Ghomany Pakistan aaya tha. Kiya.,We will because we can and regarding terrorism GOLBOHSHAN YADAVH Bhabi Netu Singh ko Ghomany Pakistan aaya tha. Kiya.,[],[],[],[],[],[],[],[],[]
3507,3508,NOT,Aaj Pehli baar 11 logo ka aik saath rape hoa. Aur Live bhi dekhya gya.,Aaj Pehli baar logo ka aik saath rape hoa. Aur Live bhi dekhya gya.,[],[],[],[],[],[' 11'],[],[],[]
3508,3509,NOT,Abhi teri hockey team ki rape hui dekha ya nhi 7G ki speed se,Abhi teri hockey team ki rape hui dekha ya nhi G ki speed se,[],[],[],[],[],[' 7'],[],[],[]
3509,3510,HOF,@SAfridiOfficial yahi toh Main problem hai toh  bas I hate him.. https://twitter.com/kshaheen265/status/876457862091857920 …,yahi toh Main problem hai toh bas I hate him..,[],[],[],['https://twitter.com/kshaheen265/status/876457862091857920'],['@SAfridiOfficial'],[],[],[],[]
3510,3511,HOF,@chintskap kaha mar gae uncle olad ne bap ka rape kar dala aur ap chup ho.,kaha mar gae uncle olad ne bap ka rape kar dala aur ap chup ho.,[],[],[],[],['@chintskap'],[],[],[],[]
3511,3512,NOT,@chintskap @virendersehwag #terrorism at #THEOVAL !!! Baap se khelne ka shoq poora ho gaya?https://twitter.com/fawadchaudhry/status/876456619110002688 …,at !!! Baap se khelne ka shoq poora ho gaya?,"['#terrorism', '#THEOVAL']",[],[],['https://twitter.com/fawadchaudhry/status/876456619110002688'],"['@chintskap', '@virendersehwag']",[],[],[],"['terrorism', 'theoval']"
3512,3513,HOF,tumhe to cricket me jeetkar bhi terrorism par hi jaana hai. https://twitter.com/AliInsafianPTI/status/876453243022397440 …,tumhe to cricket me jeetkar bhi terrorism par hi jaana hai.,[],[],[],['https://twitter.com/AliInsafianPTI/status/876453243022397440'],[],[],[],[],[]
3513,3514,NOT,@chintskap 2/2 jab india haar se pagle ho kr jo andolun kry ga to pata chal jye ga kon log aman pasand hy aur kon terrorism krty hain,/2 jab india haar se pagle ho kr jo andolun kry ga to pata chal jye ga kon log aman pasand hy aur kon terrorism krty hain,[],[],[],[],['@chintskap'],[' 2'],[],[],[]
3514,3515,NOT,@chintskap ki baari hai apne kaha ta ke pakistan apne mulk se terrorism khatam kare tu ab indian suported terrorism ko khatam kar rahe hai,ki baari hai apne kaha ta ke pakistan apne mulk se terrorism khatam kare tu ab indian suported terrorism ko khatam kar rahe hai,[],[],[],[],['@chintskap'],[],[],[],[]
3515,3516,NOT,Bhai @Loneranger9 se tution le le ...she predicted this. Bola Pak jeeta tho terrorism Katam hoga  ... Let's see  https://twitter.com/Ra_Bies/status/876404715608653825 …,Bhai se tution le le ...she predicted this. Bola Pak jeeta tho terrorism Katam hoga ... Let's see,[],[],[],['https://twitter.com/Ra_Bies/status/876404715608653825'],['@Loneranger9'],[],[],[],[]
3516,3517,NOT,Stadium tak agaye hain to ab himmat kar k apna rape bhi dekh len.,Stadium tak agaye hain to ab himmat kar k apna rape bhi dekh len.,[],[],[],[],[],[],[],[],[]
3517,3518,NOT,aisa hai to 4june ko rape ho chuka tha Pak ka,aisa hai to june ko rape ho chuka tha Pak ka,[],[],[],[],[],[' 4'],[],[],[]
3518,3519,NOT,Phati to terrorism par agaey janab. Sharam tum ko magar nahi ati.,Phati to terrorism par agaey janab. Sharam tum ko magar nahi ati.,[],[],[],[],[],[],[],[],[]
3519,3520,NOT,humary han doodh wala literally roz roz uska rape karta hai,humary han doodh wala literally roz roz uska rape karta hai,[],[],[],[],[],[],[],[],[]
3520,3521,NOT,@chintskap Bhai chai wala ka Endian state sponsored terrorism in Pak n Kashmir band karyo sab bariya hou jaye ga https://twitter.com/nazbalochpti/status/875948643001352193 …,Bhai chai wala ka Endian state sponsored terrorism in Pak n Kashmir band karyo sab bariya hou jaye ga,[],[],[],['https://twitter.com/nazbalochpti/status/875948643001352193'],['@chintskap'],[],[],[],[]
3521,3522,HOF,Bhadwe hain salle ye.....bhadwagiri khoon me hai inke ...khate india ka hain or aada porkistan ka krte hain....,Bhadwe hain salle ye.....bhadwagiri khoon me hai inke ...khate india ka hain or aada porkistan ka krte hain....,[],[],[],[],[],[],[],[],[]
3522,3523,NOT,AJ india ka rape england mein ho rha hai...loosers 🖓 baap baap hota hai .panga nae laity baap se..#GoGreens,AJ india ka rape england mein ho rha hai...loosers baap baap hota hai .panga nae laity baap se..,['#GoGreens'],[],['🖓'],[],[],[],[],['🖓'],['go greens']
3523,3524,NOT,@chintskap wese tau rape India me hote hain Lekin oval me Hum ne Kar dia  chadar daal do khoon nikal raha ha #ChampionsTrophyFinal,wese tau rape India me hote hain Lekin oval me Hum ne Kar dia chadar daal do khoon nikal raha ha,['#ChampionsTrophyFinal'],[],[],[],['@chintskap'],[],[],[],['champions trophy final']
3524,3525,NOT,Itna ganda rape tou hamara bhi nahi hota waise,Itna ganda rape tou hamara bhi nahi hota waise,[],[],[],[],[],[],[],[],[]
3525,3526,NOT,gobar kohinor se behtr hota hai u know na...Dont hate gobar @sambitswaraj,gobar kohinor se behtr hota hai u know na...Dont hate gobar,[],[],[],[],['@sambitswaraj'],[],[],[],[]
3526,3527,NOT,Ye tou seedhi seedhi terrorism hai @chintskap,Ye tou seedhi seedhi terrorism hai,[],[],[],[],['@chintskap'],[],[],[],[]
3527,3528,NOT,@virendersehwag @dkayyjin333 koi is bharway ko btye k is k tatti bharat ka rape ho ra h,koi is bharway ko btye k is k tatti bharat ka rape ho ra h,[],[],[],[],"['@virendersehwag', '@dkayyjin333']",[],[],[],[]
3528,3529,NOT,Yaar hum bhi bura haray thay. Lekin yeh to rape hai. Kyon @chintskap @virendersehwag ?? #PAKvIND #INDvPAK,Yaar hum bhi bura haray thay. Lekin yeh to rape hai. Kyon ??,"['#PAKvIND', '#INDvPAK']",[],[],[],"['@chintskap', '@virendersehwag']",[],[],[],"['pa kv ind', 'in dv pak']"
3529,3530,NOT,Bharat Maata ka rape ho gaya aaj  #INDvPAK #PAKvIND #PakistanZindabad,Bharat Maata ka rape ho gaya aaj,"['#INDvPAK', '#PAKvIND', '#PakistanZindabad']",[],[],[],[],[],[],[],"['in dv pak', 'pa kv ind', 'pakistan zindabad']"
